"","Code","GLOSS_ID","Country","Location","Connection","DCP_ID","Last_observationLevel","Last_Observation_Time_in_GMT","Delay","TransmitInterval","View_","long","lat"
"539","fish","","UK","Fishguard ","ftp","","4.25","06:45","2h","15'","  [open]  ","-4.98","52.01"
"542","flma","","USA","BordenFlatsLight MA ","SXXX03","335000FA","","","","3h","  [open]  ","-71.2","41.7"
"543","fmfl","","USA","Fort Myers FL ","web","336754C2","0.52","07:21","2h","6'","  [open]  ","-81.87","26.65"
"544","fmfl2","","USA","Fort Myers FL ","SXXX03","336754C2","-2.66","07:21","2h","6'","  [open]  ","-81.87","26.65"
"545","fong","121","Tuvalu Islands","Fongafale TV ","SZPS01","67440","2.35","07:26","2h","3'","  [open]  ","179.1949","-8.5033"
"546","form","","Spain","Formentera ","ftp","","0.62","05:58","3h","4'","  [open]  ","1.41903","38.73466"
"547","fors","","Sweden","Forsmark ","web","","0.05","07:00","2h","1h","  [open]  ","18.210833","60.408611"
"548","fort","336","Brasil","Fortaleza ","SEPO40","3542D134","4.89","07:25","2h","5'","  [open]  ","-38.4667","-3.716666667"
"549","fort2","336","Brasil","Porto de Mucuripe ","web","","-999","2024-08-27 19:20","7d","10'","  [open]  ","-38.476667","-3.714444"
"552","fpga","289","USA","Fort Pulaski GA ","web","335F151E","0.32","07:21","2h","6'","  [open]  ","-80.902","32.033"
"553","fpga2","289","USA","Fort Pulaski GA ","SXXX03","335F151E","-5.52","07:15","2h","6'","  [open]  ","-80.902","32.033"
"554","fpnt","158","USA","Ft Point,San Fran ","web","336172E0","1.76","07:21","2h","6'","  [open]  ","-122.465","37.807"
"555","fpnt2","158","USA","Ft Point,San Fran ","SXXX03","336172E0","-1.23","07:14","2h","6'","  [open]  ","-122.465","37.807"
"556","fptx","","USA","Free Port TX ","SXXX03","3368E1DE","","","","6'","  [open]  ","-95.31","28.95"
"557","fren","107","USA","Tern,Fr. Frigate US ","SXHW11","15D58280","-0.28","07:25","2h","5'","  [open]  ","-166.283","23.867"
"558","frih","","USA","Friday Harbor WA ","SXXX03","336BD34A","","","","6'","  [open]  ","-123.01","48.5467"
"559","frot","","Norway","Mausund ","web","","1.25","07:20","2h","10'","  [open]  ","8.665231","63.869331"
"560","frtr","","Mexico","Frontera ","ftp","","1.82","2024-09-02 15:18","18h","10'","  [open]  ","-94.27","18.15"
"561","ftfr","338","France","Fort-de-France, Martinique ","ftp","","0.86","07:24","2h","5'","  [open]  ","-61.063333","14.601667"
"562","ftfr2","338","France","Fort-de-France, Martinique 2 ","SZCA01","FR126","0.87","07:18","2h","6'","  [open]  ","-61.063333","14.601667"
"563","fue2","","Spain","Fuerteventura ","ftp","","0.66","07:23","2h","4'","  [open]  ","-13.85822","28.49251"
"564","fuer2","","Spain","Puerto del Rosario, Fuerteventura ","web","","2.11","2024-01-12 12:00","235d","10'","  [open]  ","-13.8563889","28.4980556"
"565","fuka","","Japan","Fukaura ","SWJP40","FUKAURA","2.4","07:19","2h","10'","  [open]  ","139.93","40.65"
"566","furu","","Sweden","Furuogrund ","web","","0.09","07:00","2h","1h","  [open]  ","21.230556","64.915833"
"567","futu","353","France","Leava (Futuna Island, Wallis & Futuna) ","SZFW40","065219DE","1.64","07:24","2h","6'","  [open]  ","-178.160225","-14.296023"
"568","GA37","","Italy","Gaeta ","web","","0.1","07:23","2h","5'","  [open]  ","13.589736111111","41.209991666667"
"569","gale","","Trinidad & Tobago","Galeota ","SOTD10","A9C013C0","1.82","06:32","3h","1h","  [open]  ","-61.00195","10.1387333"
"570","gamb","138","France","Rikitea (French Polynesia, Gambier, Mangareva) ","SEHI40","FAA0542E","0.44","07:21","2h","5'","  [open]  ","-134.968888","-23.117774"
"571","gand","","Spain","Gandia ","ftp","","0.15","07:22","2h","4'","  [open]  ","-0.15139","38.99521"
"572","ganm","27","Maldive Islands","Gan ","SZXX01","300434064634660","2","07:20","2h","5'","  [open]  ","73.1517","-0.6867"
"573","gaor","","USA","Garibaldi OR ","SXXX03","3360B504","","","","6'","  [open]  ","-123.9117","45.555"
"574","gara","","Spain","Garachico (Tenerife) ","bgan","GARA","2.34","2023-11-26 00:08","282d","1'","  [open]  ","-16.752875","28.373376"
"575","garc","26","UK","Diego Garcia ","SXXX32","18963134","7.95","07:06","2h","15'","  [open]  ","72.393875","-7.2903361"
"578","gbit","","New Zealand","Great Barrier Is ","SZNZ01","GBIT","-999","2024-08-26 23:58","7d","3'","  [open]  ","175.4889","-36.189"
"579","gcsb","","Australia","Gold Coast Sand Bypass Jetty ","SZAU01","60053","0.97","07:26","2h","3'","  [open]  ","153.4326","-27.9387"
"580","GE25","","Italy","Genova ","web","","0.27","07:23","2h","5'","  [open]  ","8.9255","44.4101"
"582","GI20","","Italy","Ginostra (Isola di Stromboli) ","web","","-0.12","07:23","2h","5'","  [open]  ","15.193272","38.784029"
"585","gibr3","248","UK","Gibraltar ","SXXX33","1852F574","1.11","07:19","2h","6'","  [open]  ","-5.365013","36.148083"
"586","gij2","","Spain","Gijon ","ftp","","2.14","07:22","2h","4'","  [open]  ","-5.69835","43.55803"
"587","gila","","USA","Grand Isle, LA ","web","335DA364","0.33","07:27","2h","5'","  [open]  ","-89.9567","29.2633"
"588","gila2","","USA","Grand Isle, LA ","SXLA03","335DA364","","","","5'","  [open]  ","-89.9567","29.2633"
"590","gist","","New Zealand","Gisborne ","SZNZ01","GIST","4.53","07:22","2h","3'","  [open]  ","178.0228774","-38.6754097"
"591","goag","","Sweden","Goteborg Agnesberg ","web","","0.15","07:00","2h","1h","  [open]  ","12.01","57.789722"
"592","goer","","Sweden","Goteborg Eriksberg ","web","","-0.01","01:18","8h","1h","  [open]  ","11.908889","57.696667"
"593","gohi","","Sweden","Göteborg-Hisingsbron ","web","","0.11","07:00","2h","1h","  [open]  ","11.968741","57.71491"
"594","gokc","","Turkey","Gokceada ","web","","2.4","07:23","2h","2'","  [open]  ","25.89361000061","40.231391906738"
"595","gokr","","Sweden","Goteborg Krossholmen ","web","","0.06","07:00","2h","1h","  [open]  ","11.771246","57.691316"
"596","goti","","Sweden","Goteborg Tingstadstunneln ","web","","0.11","07:00","2h","1h","  [open]  ","11.986944","57.723056"
"599","gpab","","Australia","Geraldton AU ","SZAU01","62290","-999","2024-06-17 02:41","78d","3'","  [open]  ","114.5647","-28.7631"
"600","gptx","217","USA","Galveston Pier TX ","web","336AB456","0.53","07:21","2h","5'","  [open]  ","-94.793","29.31"
"601","gptx2","217","USA","Galveston Pier TX ","SXTX03","336AB456","","","","5'","  [open]  ","-94.793","29.31"
"602","greg","","Chile","Bahia Gregorio CL ","SXCH40","ADC1B74A","5.2","07:23","2h","5'","  [open]  ","-70.209167","-52.648056"
"603","greg2","","Chile","Bahia Gregorio CL ","web","","5.83","07:22","2h","5'","  [open]  ","-70.209167","-52.648056"
"604","groo","","Australia","Groote Eylandt ","SZAU01","63511","-999","07:26","2h","3'","  [open]  ","136.4158","-13.86"
"605","gtdpr","","Puerto Rico","Guayanilla, Puerto Rico ","SXXX03","A4F00CFC","-3.46","07:21","2h","6'","  [open]  ","-66.766697","18.005219"
"606","guam","149","USA","Guam (Apra Harbor) ","web","","0.54","07:18","2h","6'","  [open]  ","144.652","13.438"
"607","guam2","149","USA","Guam (Apra Harbor) ","SZPA37","APRP7","0.51","07:13","2h","6'","  [open]  ","144.652","13.438"
"610","gyer","","Ecuador","Guayaquil - Río Guayas ","web","","1.2","06:59","2h","10'","  [open]  ","-79.88","-2.195"
"612","hade2","","Israel","Hadera Port ","bgan","HADE2","3.46","2023-11-26 02:44","282d","1'","  [open]  ","34.8826","32.47233"
"615","hako","88","Japan","Hakodate ","SWJP40","HAKODATE","2.16","07:19","2h","10'","  [open]  ","140.72","41.78"
"616","halei","","USA","Haleiwa Hbr ","SZXX01","US-HI-HALEIWA","0.13","07:20","2h","5'","  [open]  ","-158.105532","21.593081"
"618","halm","","Sweden","Halmstad ","web","","0.04","07:00","2h","1h","  [open]  ","12.8425","56.649722"
"620","hamm","","Norway","Hammerfest ","web","","0.55","07:20","2h","10'","  [open]  ","23.67869","70.66475"
"621","hana","","Japan","Hanasaki ","SWJP40","HANASAKI","1.5","07:19","2h","10'","  [open]  ","145.57","43.28"
"622","hani","","Maldive Islands","Hanimadhoo ","SZXX01","300434066941620","1.35","07:20","2h","5'","  [open]  ","73.1667","6.7667"
"623","hanl","","USA","Hanalei, HI ","SZXX01","US-HI-HANALEI","0.13","07:20","2h","5'","  [open]  ","-159.498322","22.212549"
"624","harl","","Netherlands","Harlingen ","web","","0.8","07:10","2h","10'","  [open]  ","5.41097290782","53.1755641043"
"625","hars","","Norway","Harstad ","web","","0.65","07:20","2h","10'","  [open]  ","16.548236","68.801261"
"627","harw","","UK","Harwich ","ftp","","1.61","07:00","2h","15'","  [open]  ","1.29","51.95"
"628","hasp","","UK","Hastings Pier ","web","","-1.78","07:28","2h","0.1666'","  [open]  ","0.57285","50.8508833"
"629","hbay","","UK","Herne Bay ","web","","-1.38","07:28","2h","0.1666'","  [open]  ","1.11521","51.38211"
"630","heeia","","USA","Heeia Kea Hbr ","SZXX01","US-HI-HEEIAKEA","0.13","07:15","2h","5'","  [open]  ","-157.810187","21.443954"
"631","heim","","Norway","Heimsjøen ","web","","1.28","07:20","2h","10'","  [open]  ","9.101504","63.425224"
"632","helg","","Germany","Helgoland Binnenhafen ","web","","4.64","07:24","2h","5'","  [open]  ","7.891389","54.175833"
"633","helgz","","Norway","Helgeroa ","web","","0.57","07:20","2h","10'","  [open]  ","9.856379","58.995212"
"634","hels","","Sweden","Helsingborg ","web","","0.07","07:00","2h","1h","  [open]  ","12.687222","56.044722"
"635","hens","","Canada","Henslung Cove ","web","","3.78","07:24","2h","10'","  [open]  ","-133","54.18333"
"636","herb","","France","L'Herbaudière ","ftp","","3.07","07:24","2h","5'","  [open]  ","-2.299","47.026"
"637","herb2","","France","L'Herbaudière 2 ","SZFR01","FR198","3.21","07:17","2h","6'","  [open]  ","-2.29889","47.02495"
"638","heys","","UK","Heysham ","ftp","","2.09","07:00","2h","15'","  [open]  ","-2.92","54.03"
"639","hie2","","Spain","ElHierro ","ftp","","1.01","07:22","2h","4'","  [open]  ","-17.90163","27.78408"
"640","hien","","France","Hienghene (New Caledonia) ","SZNC42","06522296","1.48","07:25","2h","6'","  [open]  ","164.94216666","-20.69283333"
"641","hien2","","France","Hienghene 2 (New Caledonia) ","ftp","","1.48","07:24","2h","5'","  [open]  ","164.94216666","-20.69283333"
"642","hill","","Australia","Hillarys Harbor AU ","SZAU01","62237","0.67","07:26","2h","3'","  [open]  ","115.7386","-31.8255"
"643","hilo","287","USA","Hilo,Hawaii ","web","","0.28","07:26","2h","6'","  [open]  ","-155.058","19.733"
"644","hilo2","287","USA","Hilo, Hawaii ","SXXX03","334934A2","-3.39","07:20","2h","6'","  [open]  ","-155.058","19.733"
"645","hink","","UK","Hinkley Point ","ftp","","11.13","07:00","2h","15'","  [open]  ","-3.13","51.21"
"646","hirt","","Denmark","Hirtshals ","ftp","","-0.15","07:20","2h","10'","  [open]  ","9.97","57.6"
"647","hiva","","France","Hiva Oa (Marquesas, French Polynesia) ","SEHI40","9322451A","1.15","06:47","2h","15'","  [open]  ","-139.034469","-9.804869"
"648","hmda","326","Japan","Hamada ","SWJP40","HAMADA","2.31","07:19","2h","10'","  [open]  ","132.07","34.9"
"649","hoek","","Netherlands","Hoek van Holland ","web","","-0.22","07:00","2h","10'","  [open]  ","4.11949106655","51.9774704941"
"650","hoko","","USA","Honokohau Harbor, Hawaii ","SZXX01","US-HI-HONOKOHAU","0.13","07:20","2h","5'","  [open]  ","-156.02351","19.66892"
"651","holm","","Sweden","Holmsund ","web","","0.06","07:00","2h","1h","  [open]  ","20.347222","63.695833"
"653","holy2","","UK","Holyhead2 ","ftp","","2.77","07:00","2h","15'","  [open]  ","-4.62","53.31"
"654","holyt","","UK","Holyhead Test Station ","SXXX32","189F1184","","","","15'","  [open]  ","-4.633796","53.310505"
"655","honn","","Norway","Honningsvåg ","web","","0.76","07:20","2h","10'","  [open]  ","25.972697","70.980318"
"656","hono","108","USA","Honolulu,Oahu ","web","","0.23","07:21","2h","6'","  [open]  ","-157.867","21.307"
"657","hono2","108","USA","Honolulu, Oahu ","SXXX03","3351410A","-2.88","07:15","2h","6'","  [open]  ","-157.867","21.307"
"658","horn","","Germany","Hörnum ","web","","4.03","07:25","2h","5'","  [open]  ","8.2975","54.758056"
"659","hrak","","Greece","Hrakleio, Crete ","bgan","GR-HRAK-00","0.01","09:07","3'","1'","  [open]  ","25.152540206909","35.348400115967"
"660","htst","","Hawaii","Hawaii - TEST ","bgan","ID-HTST-00","13.72","2015-10-02 00:15","3259d","5'","  [open]  ","-157.815723","21.297978"
"661","huach","","Perú","Huacho,Lima PE ","web","","2.57","2023-08-29 14:47","371d","5'","  [open]  ","-77.6161","-11.12166"
"662","huahi","","France","Huahine island (Society Islands, French Polynesia) ","SEHI40","B1F0371A","0.01","07:04","2h","15'","  [open]  ","-151.032445833","-16.721563333"
"663","huarm","","Perú","Huarmey,Ancash PE ","web","","1.48","2024-09-01 00:00","2d","5'","  [open]  ","-78.18166","-10.09916"
"664","huas","","Chile","Huasco ","SXCH40","ADC05890","4.84","07:21","2h","5'","  [open]  ","-71.249937","-28.468893"
"665","huas2","","Chile","Huasco ","web","","4.8","07:20","2h","5'","  [open]  ","-71.249937","-28.468893"
"667","huat","","Mexico","Huatulco ","SOMX10","01010358","1.37","07:11","2h","30'","  [open]  ","-96.1168889","15.7500556"
"668","huat2","","Mexico","Huatulco ","ftp","","2.79","07:18","2h","15'","  [open]  ","-96.1168889","15.7500556"
"669","huel","","Spain","Huelva5 ","ftp","","1.76","2024-09-02 17:44","15h","4'","  [open]  ","-6.83369","37.13202"
"670","iaix","","France","Ile d'Aix ","ftp","","3.51","07:24","2h","5'","  [open]  ","-1.17424","46.0074"
"671","ibiz","","Spain","Ibiza2 ","ftp","","0.63","07:18","2h","4'","  [open]  ","1.44984","38.91123"
"672","iclr","","Mexico","Isla Clarion ","SOMX10","FB03E75A","0.54","2024-08-20 02:26","14d","1h","  [open]  ","-114.7227","18.5338"
"673","iera","","Greece","Ierapetra, Crete ","bgan","GR-IERA-00","0.01","09:02","8'","1'","  [open]  ","25.738529205322","35.003749847412"
"674","igne","","Turkey","Igneada ","web","","2.18","07:23","2h","2'","  [open]  ","28.023719787598","41.888763427734"
"675","iler","","France","Ile Royale, Kourou, French Guiana ","ftp","","3.16","07:25","2h","5'","  [open]  ","-52.586944","5.284444"
"677","ilfa","","UK","Ilfracombe ","ftp","","8.44","07:00","2h","15'","  [open]  ","-4.11","51.21"
"678","ilom","","Perú","Ilo,Moquegua PE ","web","","1.11","2024-07-07 08:24","58d","10'","  [open]  ","-71.3483","-17.6444"
"679","IM01","","Italy","Imperia ","web","","0.16","07:23","2h","5'","  [open]  ","8.0188","43.8769"
"680","im02","","Italy","Imperia 2 ","bgan","IM02","0.2","2023-06-29 18:39","432d","1'","  [open]  ","8.0188","43.87834"
"682","imbi","","Brasil","Imbituba ","ftp","","5.22","07:14","2h","15'","  [open]  ","-48.650833","-28.230833"
"683","imbt","","Brasil","Imbituba2 ","SEPO40","B5B02138","1.83","07:24","2h","5'","  [open]  ","-48.6505","-28.2314"
"684","imbt2","351","Brasil","Porto de Imbituba ","web","","1.78","2024-08-27 19:19","7d","10'","  [open]  ","-48.650556","-28.231111"
"685","immi","","UK","Immingham ","ftp","","6.56","07:00","2h","15'","  [open]  ","-0.19","53.63"
"686","imuj","","Mexico","Isla Mujeres, Q. R. ","ftp","","2.43","07:01","2h","10'","  [open]  ","-86.7460833","21.2546667"
"687","imuj2","","Mexico","Isla Mujeres2 ","SOMX10","0101E0AA","2.31","07:14","2h","30'","  [open]  ","-86.7460833","21.2546667"
"688","inav","","Colombia","Isla Naval ","SXCO41","15A05856","0.71","2024-07-03 13:34","62d","15'","  [open]  ","-75.750278","10.180556"
"689","inav2","","Colombia","Isla Naval ","ftp","","0.71","2024-07-03 13:35","62d","5'","  [open]  ","-75.750278","10.180556"
"691","iqui","","Chile","Iquique CL ","SXCH40","ADC1F440","5.09","2024-09-02 21:43","11h","5'","  [open]  ","-70.1478305555","-20.2045777778"
"692","iqui2","","Chile","Iquique CL ","web","","4.84","07:22","2h","5'","  [open]  ","-70.1478305555","-20.2045777778"
"693","isab","","Puerto Rico","Isabel Segunda ","SXXX03","3366D02C","-2.94","2024-06-25 20:50","70d","6'","  [open]  ","-65.435","18.150278"
"694","isfu","","Colombia","Isla Fuerte ","ftp","","2.22","07:14","2h","10'","  [open]  ","-76.18","9.39"
"695","ishig","","Japan","Ishigakijima ","SWJP40","ISHIGAKIJIMA","2","07:19","2h","10'","  [open]  ","124.16","24.33"
"696","IsHor","","Perú","Isla Hormiga,Lima PE ","SXXX50","472BC082","","","","10'","  [open]  ","-77.73361","-11.95666"
"698","ista","","Turkey","Istanbul ","web","","2.07","07:23","2h","2'","  [open]  ","29.074131011963","41.159839630127"
"699","IT45","","Italy","Isole Tremiti ","web","","-0.11","07:23","2h","5'","  [open]  ","15.501566666667","42.118880555556"
"700","itea","","Greece","Itea, Central Greece ","bgan","GR-ITEA-00","0.01","09:00","10'","1'","  [open]  ","22.422779083252","38.430351257324"
"702","jack","","New Zealand","Jackson Bay ","SZPS01","65180","1.59","07:26","2h","6'","  [open]  ","168.6161","-43.9733"
"705","jers","","UK","Jersey ","ftp","","10.3","07:00","2h","15'","  [open]  ","-2.12","49.18"
"706","john","109","USA","Johnston US ","SXHW11","15D142A4","7.12","07:17","2h","5'","  [open]  ","-169.5233","16.739"
"708","juac","","Colombia","Juanchaco ","ftp","","-0.22","2024-08-07 01:22","27d","10'","  [open]  ","-77.35917","3.915"
"709","juan","176","Chile","Juan Fernandez ","SXCH40","ADC0B5B0","4.74","07:22","2h","5'","  [open]  ","-78.829881","-33.636017"
"710","juan2","176","Chile","Juan Fernandez ","web","","4.74","07:26","2h","5'","  [open]  ","-78.829881","-33.636017"
"711","june","","USA","Juneau AK ","SXXX03","33636462","","","","6'","  [open]  ","-134.4117","58.2983"
"712","jute","","Sweden","Juten ","web","","0.15","07:00","2h","1h","  [open]  ","16.324722","58.634167"
"713","kabe","","Norway","Kabelvåg ","web","","0.9","07:20","2h","10'","  [open]  ","14.482149","68.212639"
"715","kahu","","USA","Kahului, Maui ","web","","0.39","07:23","2h","6'","  [open]  ","-156.472","20.898"
"716","kahu2","","USA","Kahului, Maui ","SXXX03","33518414","-3.8","07:17","2h","6'","  [open]  ","-156.472","20.898"
"717","kait","","New Zealand","Kaikoura ","SZNZ01","KAIT","2.61","07:22","2h","3'","  [open]  ","173.7028","-42.4129"
"718","kaka","","Sweden","Kalix Karlsborg ","web","","0.18","07:00","2h","1h","  [open]  ","23.303333","65.788889"
"719","kala","","Greece","Kalamata ","ftp","","0.76","07:15","2h","5'","  [open]  ","22.109833","37.021533"
"720","kalit","","Sweden","Kalix Storon ","web","","0.16","07:00","2h","1h","  [open]  ","23.096111","65.696944"
"721","kalm","","Sweden","Kalmar ","web","","0.18","07:00","2h","1h","  [open]  ","16.378333","56.658889"
"723","kant","145","Kiribati","Kanton KI ","SEPA40","354305A6","-999","07:15","2h","15'","  [open]  ","-171.718","-2.801"
"724","kapi","117","Micronesia","Kapingamarangi FM ","SEPA40","3541D63A","5.14","07:24","2h","5'","  [open]  ","154.8066861","1.0779583"
"725","kaps","","Greece","Kapsali, Kyhtira Island ","bgan","GR-KAPS-00","0.01","09:09","1'","1'","  [open]  ","22.999316","36.142915"
"726","kara","30","Pakistan","Karachi ","SXXX33","120D7136","5.86","07:06","2h","15'","  [open]  ","66.975","24.8117"
"727","karl","","Sweden","Karlshamn ","web","","0.23","07:00","2h","1h","  [open]  ","14.821389","56.154167"
"728","kaso","","Greece","Kasos Island, South Aegean ","bgan","GR-KASO-00","0.01","08:56","14'","1'","  [open]  ","26.92184","35.4186"
"730","kata","","Greece","Katakolo ","ftp","","5.57","07:15","2h","3'","  [open]  ","21.319233","37.64045"
"732","kaun","","USA","Kaunakakai, Hawaii ","SZXX01","US-HI-KAUNAKAKA","0.13","07:20","2h","5'","  [open]  ","-157.028046","21.080897"
"733","kawa","","USA","Kawaihae, Hawaii ","web","","0.29","07:26","2h","6'","  [open]  ","-155.832","20.036"
"734","kawa2","","USA","Kawaihae, Hawaii ","SXXX03","335FC376","-2.72","07:20","2h","6'","  [open]  ","-155.832","20.036"
"735","keba","","Pakistan","Keti Bandar ","SXXX32","32CC9580","","2021-03-22 02:07","1261d","15'","  [open]  ","67.43","24.13"
"736","keehi","","USA","Keehi Hbr ","SZXX01","US-HI-KEEHI","0.13","07:20","2h","5'","  [open]  ","-157.891076","21.316005"
"738","kepo1","187","UK","King Edward Point ","SEMS40","6B002B74","0.5","07:16","2h","15'","  [open]  ","-36.5","-54.28"
"739","kerg","23","France","Kerguelen Island ","ftp","","0.71","03:00","6h","4h","  [open]  ","70.22","-49.345"
"740","kerg2","23","France","Kerguelen Island ","SZIO01","FR023","1.73","07:23","2h","15'","  [open]  ","70.22","-49.345"
"741","ketc","","USA","Ketchikan AK ","SXXX03","336351F8","","","","6'","  [open]  ","-131.625","55.3333"
"742","kgak","","USA","King Cove AK ","SXXX03","3360D0E2","","","","6'","  [open]  ","-162.3236","55.0594"
"743","khol","","Russia","Kholmsk ","web","","3.07","07:15","2h","10'","  [open]  ","142.043889","47.050556"
"744","kiel","","Germany","LT Kiel ","web","","5.25","07:25","2h","5'","  [open]  ","10.274722","54.499722"
"745","kinl","","UK","Kinlochbervie ","ftp","","4.58","07:00","2h","15'","  [open]  ","-5.05","58.46"
"747","kisr","","Kuwait","Salmiya - KWT ","ftp","","6.05","07:15","2h","15'","  [open]  ","48.094841","29.351944"
"748","kjni","","Norfolk Island","Kingston Jetty Norfolk Is ","SZPA01","57700","-999","07:26","2h","3'","  [open]  ","167.9536","-29.0591"
"749","klag","","Sweden","Klagshamn ","web","","0.34","07:00","2h","1h","  [open]  ","12.893611","55.522222"
"750","kodi","","USA","Kodiak Island, AK ","web","33626698","0.3","2024-08-17 17:44","17d","6'","  [open]  ","-152.512","57.7317"
"751","kodi2","","USA","Kodiak Island, AK ","SXXX03","3341730E","","2024-08-17 17:56","17d","6'","  [open]  ","-152.512","57.7317"
"752","koli","","Indonesia","Kolinamil, Jakarta Port ","SZID52","","6.93","07:17","2h","15'","  [open]  ","106.89083","-6.10667"
"753","koli2","","Indonesia","Kolinamil 2, Jakarta Port ","ftp","","-999","2024-05-16 08:04","110d","8h","  [open]  ","106.89083","-6.10667"
"755","koro","","Greece","Koroni, Peloponnese ","bgan","GR-KORO-00","0.01","2024-01-29 15:47","218d","1'","  [open]  ","21.956303","36.797505"
"756","kors","","Russia","Korsakov ","web","","8.63","06:44","2h","10'","  [open]  ","142.766667","46.633333"
"758","kos2","","Greece","Kos (Marina), South Aegean ","bgan","GR-KOS2-00","0.37","2023-11-26 02:45","282d","1'","  [open]  ","27.303632","36.891013"
"760","kpva","","USA","Kiptopeke VA ","SXXX03","336564AC","","","","6'","  [open]  ","-75.99","37.17"
"762","kris","","Norway","Kristiansund ","web","","1.26","07:20","2h","10'","  [open]  ","7.734352","63.113859"
"764","kung","","Sweden","Kungsholmsfort ","web","","0.23","07:00","2h","1h","  [open]  ","15.589444","56.105278"
"765","kungr","","Sweden","Kungsvik ","web","","-0.05","07:00","2h","1h","  [open]  ","11.127222","58.996667"
"766","kuri","","Russia","Kuril'sk ","web","","1.25","07:00","2h","10'","  [open]  ","147.88","45.23"
"767","kush","89","Japan","Kushiro ","SWJP40","KUSHIRO","2.43","07:19","2h","10'","  [open]  ","144.37","42.98"
"768","kusm","85","Japan","Kushimoto ","SWJP40","KUSHIMOTO","2.75","07:19","2h","10'","  [open]  ","135.77","33.48"
"769","kwaj","111","Marshall Islands","Kwajalein MH ","web","3362A386","0.71","07:25","2h","6'","  [open]  ","167.7383","8.7367"
"770","kwaj2","111","Marshall Islands","Kwajalein MH ","SXXX03","3362A386","-2.94","07:19","2h","6'","  [open]  ","167.7383","8.7367"
"771","kwfl","216","USA","Key West FL ","web","336717C8","0.32","07:27","2h","6'","  [open]  ","-81.808","24.553"
"774","LA23","","Italy","Lampedusa ","web","","0.1","07:23","2h","5'","  [open]  ","12.6044","35.4998"
"775","LA38","","Italy","La Spezia ","web","","0.16","07:23","2h","5'","  [open]  ","9.8576","44.0966"
"777","lacr","","Perú","La Cruz (Jica) ","web","","2.5","2024-09-01 00:00","2d","5'","  [open]  ","-80.5875","-3.6336111"
"778","lago","","Spain","LaGomera ","ftp","","0.82","07:22","2h","4'","  [open]  ","-17.10831","28.08777"
"780","lajo","159","USA","La Jolla CA ","web","3361F4F4","1.19","07:12","2h","6'","  [open]  ","-117.258","32.867"
"781","lajo2","159","USA","La Jolla CA ","SXXX03","3361F4F4","-9.59","07:14","2h","6'","  [open]  ","-117.258","32.867"
"782","lalb","","El Salvador","La Libertad SV ","SOES10","5030C75E","0.13","07:22","2h","5'","  [open]  ","-89.319","13.4851"
"783","lali","172","Ecuador","La Libertad EC ","SEPO40","3540B126","2.95","07:23","2h","5'","  [open]  ","-80.9064","-2.2177"
"784","lame","","USA","LameshurBayStJohnVI ","web","335D10EA","0.2","07:27","2h","6'","  [open]  ","-64.7242","18.3182"
"785","lame2","","USA","LameshurBayStJohnVI ","SXXX03","335D10EA","-2.2","07:15","2h","6'","  [open]  ","-64.7242","18.3182"
"786","lamu","","Kenya","Lamu ","SXXX33","16287190","6.32","07:16","2h","15'","  [open]  ","40.9","-2.2667"
"787","land","","Sweden","Landsort Norra ","web","","0.13","07:00","2h","1h","  [open]  ","17.858889","58.768889"
"788","lang","","Spain","Langosteira ","ftp","","1.53","07:22","2h","4'","  [open]  ","-8.53012","43.34653"
"789","lank","","Malaysia","Langkawi ","SZXX01","301434061600080","2.62","07:20","2h","6'","  [open]  ","99.7667","6.416"
"790","lapa","","Spain","LaPalma ","ftp","","0.78","07:22","2h","4'","  [open]  ","-17.76795","28.6778"
"791","lapu","","USA","La Push WA ","SXXX03","3360701A","","","","6'","  [open]  ","-124.6367","47.9133"
"793","larn2","","Cyprus","Larnaca ","bgan","CY-LAR2-00","3.81","05:01","4h","1'","  [open]  ","33.64136944","34.92775556"
"794","larp","","France","La Rochelle-Pallice ","ftp","","3.51","07:25","2h","5'","  [open]  ","-1.22065","46.1585"
"795","larp2","","France","La Rochelle-Pallice 2 ","SZFR01","FR034","3.65","07:18","2h","6'","  [open]  ","-1.22065","46.1585"
"796","laru2","339","Seychelles","Pt.LaRue ","SXXX32","12FD90D0","5.71","07:18","2h","6'","  [open]  ","55.5","-4.5"
"797","lasp","251","Spain","LasPalmas2 ","ftp","","0.85","07:22","2h","4'","  [open]  ","-15.41181","28.14056"
"798","lata","","Solomon Islands","Lata Wharf SB ","SZPS01","57131","-999","07:26","2h","3'","  [open]  ","165.8019","-10.7208"
"799","laun","","El Salvador","La Union SV ","SEMS40","3354C0DE","0.01","07:24","2h","15'","  [open]  ","-87.8181","13.3333"
"800","laza","","Mexico","Lázaro Cárdenas ","ftp","","6.3","07:23","2h","10'","  [open]  ","-102.178053","17.939856"
"801","laza2","","Mexico","Lázaro Cárdenas2 ","SOMX10","0101102E","6.31","07:11","2h","30'","  [open]  ","-102.178053","17.939856"
"802","lcla","","USA","Lake Charles ","SXXX03","33435016","","","","6'","  [open]  ","-93.2806","30.2016"
"804","lebu","","Chile","Lebu ","SXCH40","ADC16122","3.65","07:19","2h","5'","  [open]  ","-73.664119","-37.594092"
"805","lebu2","","Chile","Lebu ","web","","3.75","07:20","2h","5'","  [open]  ","-73.664119","-37.594092"
